Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,0,3796166,3796166,134218752,1024,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1193249,1193249,2097168,14680116,2109509,236028648,4036620753544086,4036614954236039,4036614954958922,4036620772460267
1,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,1,3796166,3796166,134218752,1024,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1185961,1185961,2097168,14680116,2097644,234970152,4036620771643034,4036614954958922,4036614955686285,4036620773201570
2,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,2,3796166,3796166,134218752,1024,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1181790,1181790,2097168,14680116,2097945,234972740,4036620771724194,4036614955686285,4036614956422448,4036620773957283
3,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,3,3796166,3796166,134218752,1024,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1183948,1183948,2097168,14680116,2098458,234972380,4036620771796793,4036614956422448,4036614957161492,4036620774716507
4,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,5,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1281705,1281705,2097160,14680092,2097445,234933324,4036620774735977,4036614957202932,4036614957944056,4036620775726058
5,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,7,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1281931,1281931,2097160,14680092,2096888,234934948,4036620775729898,4036614957964856,4036614958711259,4036620776694609
6,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,8,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1214818,1214818,2097160,14680092,2098957,234943588,4036620775892386,4036614958711259,4036614959456063,4036620777495802
7,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,10,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1283946,1283946,2097160,14680092,2098901,234931988,4036620777500012,4036614959478623,4036614960224067,4036620778484753
8,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,11,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1214934,1214934,2097160,14680092,2097739,234939324,4036620777667630,4036614960224067,4036614960968070,4036620779263856
9,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,13,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1281840,1281840,2097160,14680092,2098774,234935128,4036620779282636,4036614961000710,4036614961742634,4036620780243527
10,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,14,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1215389,1215389,2097160,14680092,2096906,234943108,4036620779427085,4036614961742634,4036614962483118,4036620781020791
11,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,16,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1285445,1285445,2097160,14680092,2095441,234931452,4036620781040350,4036614962515918,4036614963258801,4036620782009512
12,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,17,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1214677,1214677,2097160,14680092,2097486,234944052,4036620781183539,4036614963258801,4036614963999445,4036620782778575
13,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,19,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1282870,1282870,2097160,14680092,2097372,234930648,4036620782796464,4036614964030645,4036614964770649,4036620783736436
14,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,20,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1214963,1214963,2097160,14680092,2099186,234944724,4036620782934863,4036614964770649,4036614965510012,4036620784515729
15,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,22,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1280311,1280311,2097160,14680092,2097345,234932332,4036620784552939,4036614965531292,4036614966279776,4036620785495411
16,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,23,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1216873,1216873,2097160,14680092,2098465,234940476,4036620784680168,4036614966279776,4036614967028260,4036620786273144
17,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,25,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1282867,1282867,2097160,14680092,2097361,234933664,4036620786290593,4036614967049060,4036614967792743,4036620787250555
18,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,26,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1213879,1213879,2097160,14680092,2098529,234942736,4036620786433922,4036614967792743,4036614968534827,4036620788027128
19,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,28,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1281427,1281427,2097160,14680092,2098504,234934864,4036620788042238,4036614968556587,4036614969303151,4036620789010929
20,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,29,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1214390,1214390,2097160,14680092,2096065,234943744,4036620788190606,4036614969303151,4036614970048274,4036620789768302
21,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,31,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1282021,1282021,2097160,14680092,2097863,234932908,4036620789797802,4036614970078834,4036614970820118,4036620790718784
22,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,32,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2940,1214671,1214671,2097160,14680092,2098151,234941652,4036620789918261,4036614970820118,4036614971560922,4036620791496047
23,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,34,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1687050,1687050,2097160,14680092,2112458,236322148,4036620791532137,4036614971594682,4036614972582046,4036620792696096
24,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,36,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1657242,1657242,2097160,14680092,2101292,234937200,4036620792722136,4036614972601727,4036614973575491,4036620793872976
25,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,37,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1634185,1634185,2097160,14680092,2096832,234934696,4036620792847915,4036614973575491,4036614974569896,4036620794893587
26,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,39,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1647219,1647219,2097160,14680092,2091789,234935988,4036620794921776,4036614974588936,4036614975575981,4036620796061646
27,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,40,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1597642,1597642,2097160,14680092,2098433,234938096,4036620795045185,4036614975575981,4036614976586546,4036620797062297
28,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,42,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1651920,1651920,2097160,14680092,2101908,234938192,4036620797089227,4036614976606866,4036614977583831,4036620798225917
29,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,43,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1600076,1600076,2097160,14680092,2096173,234936768,4036620797205546,4036614977583831,4036614978598556,4036620799225908
30,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,45,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1652008,1652008,2097160,14680092,2098518,234937256,4036620799258017,4036614978618556,4036614979601601,4036620800396677
31,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,46,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1606648,1606648,2097160,14680092,2098168,234936824,4036620799377596,4036614979601601,4036614980618405,4036620801403418
32,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,48,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1639709,1639709,2097160,14680092,2096528,234937480,4036620801431938,4036614980638726,4036614981620170,4036620802562298
33,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,49,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1613058,1613058,2097160,14680092,2098722,234938716,4036620801551357,4036614981620170,4036614982635855,4036620803579949
34,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,51,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1659160,1659160,2097160,14680092,2104221,234936360,4036620803603138,4036614982654895,4036614983635700,4036620804742928
35,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,52,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1603388,1603388,2097160,14680092,2098663,234938084,4036620803718908,4036614983635700,4036614984647545,4036620805748959
36,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,54,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1649954,1649954,2097160,14680092,2095084,234939036,4036620805779019,4036614984667385,4036614985655070,4036620806915129
37,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,55,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1634270,1634270,2097160,14680092,2096671,234937856,4036620805896678,4036614985655070,4036614986666595,4036620807943180
38,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,57,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1653804,1653804,2097160,14680092,2100292,234938632,4036620807971179,4036614986686115,4036614987674920,4036620809118739
39,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,58,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1608721,1608721,2097160,14680092,2095026,234937084,4036620808098238,4036614987674920,4036614988689325,4036620810130570
40,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,60,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1649865,1649865,2097160,14680092,2095879,234934684,4036620810164010,4036614988710605,4036614989693169,4036620811297420
41,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,61,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae2980,1602252,1602252,2097160,14680092,2101800,234939004,4036620810278839,4036614989693169,4036614990692534,4036620812305291
42,"void scale_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,63,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae29c0,2802313,2802313,2097160,16777245,2414281,270137056,4036620812341580,4036614990722774,4036614992418783,4036620814181604
43,"void scale_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,65,3796166,3796166,134218240,512,32768,0,8,0,16,64,0x0,0x7fd3cbae29c0,2774955,2774955,2097160,16777245,2391842,268458344,4036620814210154,4036614992439583,4036614994165511,4036620816050707
