Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,0,3822616,3822616,134218752,1024,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,13875542,1554008949,4036876873547292,4036874377494061,4036874378220465,4036876892359671
1,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,1,3822616,3822616,134218752,1024,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,13931811,1560371686,4036876891533308,4036874378220465,4036874378948948,4036876893097344
2,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,2,3822616,3822616,134218752,1024,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,13595899,1522727933,4036876891608348,4036874378948948,4036874379682871,4036876893831758
3,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,3,3822616,3822616,134218752,1024,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,13628539,1526389100,4036876891671527,4036874379682871,4036874380422555,4036876894583421
4,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,5,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10308281,1154547299,4036876894593071,4036874380461915,4036874381154879,4036876895515052
5,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,7,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10241554,1147074629,4036876895522922,4036874381176799,4036874381868963,4036876896421044
6,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,8,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10141283,1135804888,4036876895653851,4036874381868963,4036874382564806,4036876897123298
7,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,10,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10225650,1145216893,4036876897144897,4036874382588966,4036874383277930,4036876898015800
8,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,11,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10148237,1136591663,4036876897262076,4036874383277930,4036874383967373,4036876898729143
9,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,13,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10322115,1156120504,4036876898751523,4036874384000333,4036874384694897,4036876899623535
10,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,14,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10111799,1132342038,4036876898872242,4036874384694897,4036874385396500,4036876900340408
11,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,16,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10313467,1155029403,4036876900364048,4036874385419381,4036874386120664,4036876901228380
12,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,17,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10190244,1141259343,4036876900475187,4036874386120664,4036874386819068,4036876901945094
13,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,19,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10386727,1163330315,4036876901970474,4036874386842588,4036874387533791,4036876902836996
14,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,20,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10122643,1133688889,4036876902085352,4036874387533791,4036874388220515,4036876903556249
15,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,22,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10259427,1149078486,4036876903579569,4036874388242435,4036874388948678,4036876904437021
16,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,23,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10368451,1161243165,4036876903686028,4036874388948678,4036874389653002,4036876905158625
17,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,25,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10278404,1151023385,4036876905180415,4036874389687242,4036874390381006,4036876906044667
18,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,26,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10098481,1131026882,4036876905292323,4036874390381006,4036874391074129,4036876906763440
19,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,28,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10419732,1166919979,4036876906784760,4036874391096529,4036874391790933,4036876907649652
20,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,29,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,9977399,1117319733,4036876906897059,4036874391790933,4036874392481336,4036876908366995
21,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,31,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10396839,1164446925,4036876908392775,4036874392503736,4036874393190940,4036876909252307
22,"void init_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,32,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa940,2097153,10209232,1143471346,4036876908501534,4036874393190940,4036874393874783,4036876909978131
23,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,34,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,16010859,1793368424,4036876910006501,4036874393899743,4036874394711588,4036876910964262
24,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,36,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,16060486,1798797171,4036876910986902,4036874394732868,4036874395546152,4036876911958063
25,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,37,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15527398,1739030813,4036876911104481,4036874395546152,4036874396366636,4036876912799535
26,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,39,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15937706,1785051443,4036876912820365,4036874396387756,4036874397204560,4036876913775337
27,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,40,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15471318,1732706042,4036876912924044,4036874397204560,4036874398026964,4036876914614719
28,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,42,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15948765,1786323542,4036876914639118,4036874398059925,4036874398874809,4036876915607370
29,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,43,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15460652,1731556000,4036876914750917,4036874398874809,4036874399697533,4036876916442842
30,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,45,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,16033467,1795680754,4036876916465862,4036874399733533,4036874400546977,4036876917426863
31,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,46,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15551921,1741754887,4036876916573671,4036874400546977,4036874401370501,4036876918267945
32,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,48,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,16259002,1820976319,4036876918290135,4036874401390661,4036874402215946,4036876919262427
33,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,49,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15477779,1733515618,4036876918398834,4036874402215946,4036874403039470,4036876920101019
34,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,51,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,16030085,1795270373,4036876920122209,4036874403061230,4036874403878994,4036876921086920
35,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,52,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15521878,1738410753,4036876920233288,4036874403878994,4036874404703158,4036876921923252
36,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,54,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15947284,1786104734,4036876921949022,4036874404725398,4036874405538362,4036876922909863
37,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,55,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15458051,1731232027,4036876922057151,4036874405538362,4036874406357407,4036876923746446
38,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,57,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,16128946,1806436523,4036876923767816,4036874406380447,4036874407195011,4036876924725547
39,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,58,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15756348,1764660906,4036876923869265,4036874407195011,4036874408017575,4036876925574999
40,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,60,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,16196921,1813985612,4036876925595889,4036874408037415,4036874408863979,4036876926566890
41,"void read_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,61,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa980,2097153,15720772,1760655554,4036876925703298,4036874408863979,4036874409694063,4036876927419962
42,"void scale_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,63,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa9c0,4194306,43914206,4918221742,4036876927442152,4036874409717584,4036874411360952,4036876929228936
43,"void scale_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,65,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa9c0,4194306,43514569,4873917992,4036876929254256,4036874411397112,4036874413039680,4036876931068249
44,"void scale_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,66,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa9c0,4194306,43478921,4869484210,4036876929401904,4036874413039680,4036874414688009,4036876932742134
45,"void scale_kernel<double>(double*, double const*, double const*, double const*, unsigned long, bool) ",2,0,68,3822616,3822616,134218304,704,32768,0,8,0,16,64,0x0,0x7f50df9fa9c0,4194306,43761582,4901296382,4036876932767014,4036874414709289,4036874416359697,4036876934546488
